bookID,title,authors,average_rating,num_pages,ratings_count,text_reviews_count,publication_date,Year,publisher,Publisher trim,Publisher clean,Left function
25489,A Quick Bite (Argeneau #1),Lynsay Sands,3.91,360,35275,1370,31/03/2020,2020,Avon,,,
39503,American Genesis: Captain John Smith and the Founding of Virginia,Alden T. Vaughan,3.43,224,23,2,17/08/2019,2019,Pearson,,,
16993,The Art of Loving,Erich Fromm/Peter D. Kramer/Rainer Funk,4.04,192,38148,1310,06/08/2019,2019,Harper Perennial Modern Classics,,,
36652,Object Thinking,David      West,3.99,334,155,21,23/07/2019,2019,Microsoft Press,,,
36157,The Wish Giver: Three Tales of Coven Tree,Bill Brittain/Andrew Glass,3.83,192,2201,218,02/04/2019,2019,HarperCollins,,,
6426,Monster,Walter Dean Myers,3.72,281,56171,5341,05/03/2019,2019,Amistad,,,
20183,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,4.5,125,26,4,11/02/2019,2019,St. Augustines Press,,,
37347,The Perfume Factory,Alex Austin,4.18,227,9,2,12/12/2018,2018,Kindle,,,
4583,El alquimista: una fÃ¡bula para seguir tus sueÃ±os,Paulo Coelho/Juan GodÃ³ Costa,3.86,192,775,43,23/10/2018,2018,Rayo,,,
1563,El diablo de la botella,Robert Louis Stevenson/Diana Castellanos/Eleonora Garcia Larralde,3.74,77,34,2,15/07/2018,2018,Grupo Editorial Norma  S.A.,,,
16609,Ariel: The Restored Edition,Sylvia Plath/Frieda Hughes,4.27,256,3737,283,06/03/2018,2018,Harper Perennial Modern Classics,,,
13423,El Perfume: Historia De Un Asesino,Patrick SÃ¼skind,4.02,312,17,1,19/02/2018,2018,Planeta Publishing,,,
7891,Access the Power of Your Higher Self: Your Source of Inner Guidance and Spiritual Transformation (Pocket Guides to Practical Spirituality),Elizabeth Clare Prophet,4.21,100,55,6,21/09/2017,2017,Summit University Press,,,
20954,Billy Budd  Sailor and Other Uncompleted Writings: The Writings of Herman Melville  Volume 13,Herman Melville/Hershel Parker/G. Thomas Tanselle/Harrison Hayford/Robert Sandberg/Alma MacDougall Reising,3.11,1016,0,0,15/09/2017,2017,Northwestern Univ Press,,,
36193,Rick Steves' Europe Through the Back Door,Rick Steves,4.24,808,3569,70,12/09/2017,2017,Avalon Travel,,,
762,Soul Mates & Twin Flames: The Spiritual Dimension of Love & Relationships (Pocket Guide to Practical Spirituality),Elizabeth Clare Prophet,3.79,155,141,5,17/08/2017,2017,Summit University Press,,,
38529,Breakfast of Champions,Robert Egan/Kurt Vonnegut Jr.,4,106,17,0,07/04/2017,2017,Samuel French  Inc.,,,
19448,A Clockwork Orange (Stage Play),Anthony Burgess,3.84,51,28,2,10/03/2017,2017,Methuen Drama,,,
10255,The Tarot Cafe  #1,Sang-Sun Park,3.88,176,1829,85,07/03/2017,2017,TokyoPop,,,
2718,Mistaken Identity,Nayantara Sahgal,2.98,324,0,0,30/12/2016,2016,Harper Collins,,,
39315,When the Heart Waits: Spiritual Direction for Life's Sacred Questions,Sue Monk Kidd,4.13,240,2366,231,11/10/2016,2016,HarperOne,,,
21059,A Man of the People,Chinua Achebe,3.87,160,3294,208,16/08/2016,2016,Penguin Books ,Penguin Books,Penguin Books ,Penguin
35108,Relatos de lo inesperado,Roald Dahl/Carmelina PayÃ¡/Antonio Samons,4.18,320,387,30,30/06/2016,2016,Anagrama,,,
5975,Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,3.97,402,12940,894,01/03/2016,2016,Tor Books,,,
11880,The Full Box (Full  #1-4),Janet Evanovich/Charlotte Hughes,4.29,0,101,3,16/02/2016,2016,Macmillan Audio,,,
41278,The Monk Who Sold His Ferrari: A Fable about Fulfilling Your Dreams and Reaching Your Destiny (Revised),Robin S. Sharma,3.83,241,781,93,31/12/2015,2015,Harper Element,,,
30733,Invitation to a Beheading,Vladimir Nabokov,3.9,192,342,23,03/08/2015,2015,Penguin Books Ltd,Penguin Books Ltd,Penguin Books Ltd,Penguin
3579,Like A Charm,Karin Slaughter/Peter Robinson/John Connolly/Denise Mina/Mark Billingham,3.48,384,22,4,26/05/2015,2015,William Morrow Paperbacks,,,
5665,Mere Christianity,C.S. Lewis/Kathleen Norris,4.32,227,7665,664,21/04/2015,2015,Marvel Comics,,,
23979,Miracleman  Book Three: Olympus,Alan Moore/John Totleben/Steve Oliff/Joe Caramagna/Michael Kelleher/Peter Milligan/Mike Allred,4.39,328,1768,93,21/04/2015,2015,HarperOne,,,
22945,Meeting Jesus Again for the First Time: The Historical Jesus and the Heart of Contemporary Faith,Marcus J. Borg,4.12,160,4272,260,07/04/2015,2015,HarperOne,,,
404,Reading the Bible Again for the First Time: Taking the Bible Seriously but Not Literally,Marcus J. Borg,4.13,321,2959,187,07/04/2015,2015,HarperOne,,,
23237,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,4.29,450,489,57,24/03/2015,2015,Nonpareil Books,,,
18273,Through a Brazen Mirror,Delia Sherman/Cortney Skinner/Ellen Kushner,3.37,100,116,12,25/02/2015,2015,Dedalus Limited,,,
28865,The Perfume of the Lady in Black,Gaston Leroux/Margaret Jull Costa/Terry Hale,3.53,252,71,14,25/02/2015,2015,Circlet Press,,,
39797,Easy Riders  Raging Bulls: How the Sex-Drugs-And-Rock-'N'-Roll Generation Saved Hollywood,Peter Biskind,4.12,506,414,26,10/12/2014,2014,Bloomsbury Publishing PLC,,,
6505,How to Read Literature Like a Professor,Thomas C. Foster,3.65,314,16550,1826,14/11/2014,2014,Harper Perennial,,,
16033,Libraries,Candida HÃ¶fer/Umberto Eco,4.28,271,303,44,20/08/2014,2014,Schirmer/Mosel,,,
14712,Ham on Rye,Charles Bukowski,4.14,288,65829,2318,29/07/2014,2014,Ecco,,,
18144,Women,Charles Bukowski,3.86,291,52415,2081,29/07/2014,2014,Ecco,,,
12537,The Secret Garden Coloring Book,Brian Doherty/Frances Hodgson Burnett/Thea Kliros,4.25,48,4,0,16/07/2014,2014,Dover Publications,,,
13504,A Pocket Full of Rye: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie/Michael Bakewell/June Whitfield/Nicky Henson/Derek Waring/Natasha Pyne,3.86,2,38,3,01/04/2014,2014,Blackstone Audiobooks,,,
31881,Back to the Bedroom (Elsie Hawkins #1),Janet Evanovich,3.68,234,10077,486,25/02/2014,2014,Harper,,,
13500,Where the Sidewalk Ends: Poems and Drawings,Shel Silverstein,4.3,192,3587,179,18/02/2014,2014,HarperCollins,,,
24403,Soul Mates: Honouring the Mysteries of Love and Relationship,Thomas  Moore,3.99,288,4372,81,13/12/2013,2013,Harper Perennial,,,
26154,The Acme Novelty Datebook  Vol. 1  1986-1995,Chris Ware,4.17,208,504,23,26/11/2013,2013,Drawn and Quarterly,,,
23228,Pedro PÃ¡ramo,Juan Rulfo,4.05,122,504,44,31/10/2013,2013,Anagrama,,,
23227,Orlando: A Biography: Film Screenplay,Sally Potter/Virginia Woolf,4.07,75,84,7,25/10/2013,2013,Faber & Faber,,,
11516,An American Childhood,Annie Dillard,3.91,255,7102,604,15/10/2013,2013,Harper Perennial,,,
32295,Lafcadio  the Lion Who Shot Back,Shel Silverstein,4.15,112,5308,307,24/09/2013,2013,HarperCollins,,,
7375,Macbeth,William Shakespeare,3.9,249,592315,7791,01/07/2013,2013,Simon  Schuster,,,
9903,Ruthless Rhymes for Heartless Homes and More Ruthless Rhymes,Harry Graham/Frank J. Moore/D. Streamer,3.86,64,44,10,19/06/2013,2013,Dover Publications,,,
5805,The Journals of Sylvia Plath,Sylvia Plath/Karen V. Kukil,4.31,752,106,9,13/06/2013,2013,Faber & Faber,,,
10974,Happy Endings: Finishing the Edges of Your Quilts,Mimi Dietrich,4.25,80,24,3,04/06/2013,2013,That Patchwork Place,,,
10714,Superman: Secret Identity,Kurt Busiek/Stuart Immonen,4.24,208,6368,307,09/04/2013,2013,DC Comics,,,
34771,Granta 7,Bill Buford/Clive Sinclair/Graham Swift/Martin Amis/Rose Tremain/A.N. Wilson/Pat Barker/Julian Barnes/Ursula Bentley/William Boyd/Buchi Emecheta/Alan Judd/Maggie Gee/Kazuo Ishiguro/Adam Mars-Jones/Ian McEwan/Shiva Naipaul/Philip Norman/Christopher Priest/Salman Rushdie/Lisa St. Aubin de TerÃ¡n,3.94,320,2,1,01/04/2013,2013,Granta Books,,,
32760,The Mutineer: Rants  Ravings  and Missives from the Mountaintop  1977-2005,Hunter S. Thompson,4.08,752,84,4,01/03/2013,2013,Little  Brown Young Readers,,,
2725,First Meetings: In the Enderverse,Orson Scott Card,3.84,228,69,2,01/03/2013,2013,Simon & Schuster,,,
41344,Diary of a Man in Despair,Friedrich Reck-Malleczewen/Paul Rubens/Richard J. Evans,4.24,264,34,5,12/02/2013,2013,New York Review of Books,,,
13609,Where the Wild Things Are,Maurice Sendak,4.22,40,8704,483,26/12/2012,2012,Greenwillow Books,,,
3025,Amelia Bedelia 50th Anniversary Library: Amelia Bedelia  Amelia Bedelia and the Surprise Shower  and Play Ball  Amelia Bedelia,Peggy Parish/Various,4.43,96,257,12,26/12/2012,2012,HarperCollins,,,
28531,Sharpe's Prey (Sharpe  #5),Bernard Cornwell,4.05,288,293,23,23/10/2012,2012,Harper Paperbacks,,,
25473,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,4.59,1728,101233,1550,25/09/2012,2012,Ballantine Books,,,
24052,Syntactic Structures,Noam Chomsky/David W. Lightfoot,3.84,135,609,31,10/09/2012,2012,Walter de Gruyter,,,
5249,A Moveable Feast,Ernest Hemingway,4.04,192,82993,4808,06/09/2012,2012,Vintage,,,
11886,Rob Roy MacGregor,Nigel Tranter,3.93,192,100,3,01/09/2012,2012,Neil Wilson Publishing,,,
3801,Teleportation: From Star Trek to Tesla,Commander X/Tim R. Swartz,2.83,139,2,1,20/08/2012,2012,Inner Light - Global Communications,,,
14479,Dr. Seuss's Sleep Book,Dr. Seuss,4.17,58,8967,351,24/07/2012,2012,New York: Random House,,,
31353,Romeo and Juliet,William Shakespeare/RenÃ© Weis,3.74,350,219,13,15/07/2012,2012,Bloomsbury Arden Shakespeare,,,
15331,Savannah Blues (Weezie and Bebe Mysteries  #1),Mary Kay Andrews,3.99,404,16006,1049,10/07/2012,2012,Harper Paperbacks,,,
39027,The Best of Ray Bradbury,Ray Bradbury/Dave Gibbons/Richard Corben/Mike Mignola,4.07,162,308,28,21/06/2012,2012,iBooks,,,
25286,Time and Again (Time  #1),Jack Finney,3.96,399,13760,1624,01/05/2012,2012,Orion Publishing Group,,,
18062,Men Are from Mars  Women Are from Venus,John Gray,3.55,368,132062,3303,03/04/2012,2012,Harper Paperbacks,,,
5191,Public Secrets,Nora Roberts,4.03,481,11035,418,27/03/2012,2012,Bantam Books,,,
5338,Rebekah (Women of Genesis  #2),Orson Scott Card,3.84,416,7487,617,27/03/2012,2012,Forge,,,
26722,What a Scare  Jesse Bear,Nancy White Carlstrom/Bruce Degen,3.47,32,104,21,21/03/2012,2012,Aladdin,,,
24119,Mistress Masham's Repose,T.H. White/Fritz Eichenberg,3.93,260,1476,124,07/03/2012,2012,New York Review Children's Collection,,,
30598,The Iron Dragon's Daughter,Michael Swanwick,3.69,424,2530,182,28/02/2012,2012,Avon Books,,,
23260,The Complete Dick Tracy Volume 1: 1931-1933,Chester Gould/Ashley Wood/Max Allan Collins,4.02,352,168,17,03/01/2012,2012,Library of American Comics,,,
27356,A Christmas Carol,Charles Dickens,4.05,112,6671,490,01/01/2012,2012,Penguin Books ,Penguin Books,Penguin Books ,Penguin
80,Sclerotherapy and vein treatment,Robert A. Weiss/Margaret A. Weiss/Karen L. Beasley,0,248,0,0,30/12/2011,2011,McGraw-Hill Professional Publishing,,,
3805,Thornhold (The Harpers  #16; Songs & Swords  #4),Elaine Cunningham,3.67,384,1023,9,27/12/2011,2011,Wizards of the Coast,,,
16604,Expectant Father,Melinda Curtis,3.6,304,40,2,15/12/2011,2011,Harlequin Special Releases,,,
22826,The Rocky Road to Romance (Elsie Hawkins #4),Janet Evanovich,3.67,249,9669,315,29/11/2011,2011,William Morrow Paperbacks,,,
11071,Legends  Lies  Cherished Myths of World History,Richard Shenkman,3.47,320,222,16,29/11/2011,2011,Harper,,,
15003,Best Science Fiction Stories of H. G. Wells,H.G. Wells,3.84,320,60,4,24/11/2011,2011,Dover Publications,,,
8901,Children's Christmas Stories and Poems: In Easy-to-Read Type,Bob Blaisdell/Pat Ronson Stewart,4.5,96,2,0,17/11/2011,2011,Dover Publications,,,
19912,Best Ghost and Horror Stories,Bram Stoker/Richard Dalby,3.52,272,55,7,02/11/2011,2011,Dover Publications,,,
9346,Conversations with John Updike,James Plath,3.57,302,14,2,21/10/2011,2011,University Press of Mississippi,,,
27828,Artesia Volume 1,Mark Smylie,3.98,192,242,24,20/09/2011,2011,Archaia,,,
5412,The Iliad,Homer/Andrew Lang,3.86,542,64,8,01/09/2011,2011,Collector's Library,,,
2710,Tales of Mystery and Madness,Edgar Allan Poe/Gris Grimly,4.34,135,2226,139,30/08/2011,2011,Atheneum,,,
44162,As You Like It,William Shakespeare,3.83,263,62368,1291,23/08/2011,2011,Simon Schuster,,,
31456,The Will to Power,Friedrich Nietzsche/Walter Kaufmann/R.J. Hollingdale,4.05,575,7931,132,17/08/2011,2011,Vintage Books,,,
9936,Sand and Foam,Kahlil Gibran/Ø¬Ø¨Ø±Ø§Ù† Ø®Ù„ÙŠÙ„ Ø¬Ø¨Ø±Ø§Ù†,4.08,100,3015,217,14/06/2011,2011,Knopf,,,
41856,George Washington's Sacred Fire,Peter A. Lillback/Jerry Newcombe,4.18,1200,694,63,31/05/2011,2011,Providence Forum Press,,,
25101,The Play Soldier,Chet Green,4.5,328,2,2,22/05/2011,2011,Booklocker.com  Inc.,,,
22283,Maya,Jostein Gaarder/James Anderson,3.6,352,3704,136,10/05/2011,2011,Phoenix,,,
13157,Magnificat (Galactic Milieu Trilogy  #3),Julian May,4.21,432,2756,31,20/04/2011,2011,Del Rey,,,
18074,Desert Flower,Waris Dirie/Cathleen Miller,4.15,240,11981,735,15/03/2011,2011,William Morrow Paperbacks,,,
13142,Uncle Setnakt's Essential Guide to the Left Hand Path,Don Webb,4.37,128,112,9,03/03/2011,2011,Lodestar Books,,,
23243,The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus/Norton Juster,4.13,72,100,13,12/01/2011,2011,Samuel French  Inc.,,,
40187,Einstein's Monsters,Martin Amis/Erroll McDonald,3.4,151,820,33,05/01/2011,2011,Samuel French Ltd,,,
3084,Fantastic Mr Fox,David Wood/Roald Dahl,4.09,74,65,2,05/01/2011,2011,Vintage International,,,
10971,The Shrouded Walls,Susan Howatch,3.4,224,305,31,31/12/2010,2010,Gollancz,,,
30673,The Dream Master,Roger Zelazny,3.64,160,12,0,31/12/2010,2010,Sphere,,,
32185,13 Little Blue Envelopes (Little Blue Envelope  #1),Maureen Johnson,3.64,322,70689,4067,21/12/2010,2010,HarperCollins Publishers,,,
28486,The Unexpected Guest: A Play In Two Acts,Agatha Christie,3.83,100,2813,167,12/11/2010,2010,Samuel French Ltd,,,
8809,Salem's Lot,Stephen King,4.02,586,25,6,06/10/2010,2010,Hodder & Stoughton Ltd,,,
13987,The Walking Dead  Book One (The Walking Dead #1-12),Robert Kirkman/Tony Moore/Charlie Adlard/Cliff Rathburn,4.35,304,34751,1346,05/10/2010,2010,Anchor Canada,,,
27418,A Short History of Nearly Everything (Illustrated Edition),Bill Bryson,4.21,624,28,7,05/10/2010,2010,Image Comics,,,
41658,Blessings,Belva Plain,3.91,393,2562,39,15/09/2010,2010,Dell,,,
30241,The Postman Always Rings Twice,James M. Cain,3.8,116,23157,1287,09/09/2010,2010,Orion,,,
16331,Prometheus Rising,Robert Anton Wilson/Israel Regardie,4.26,284,5394,299,01/09/2010,2010,New Falcon Publications,,,
37693,Never Let Me Go,Kazuo Ishiguro,3.82,288,380646,22957,31/08/2010,2010,Vintage Books,,,
30104,Black and Blue,Anna Quindlen,3.88,288,75494,1386,25/08/2010,2010,Delta Publishing,,,
31929,The Gap Into Vision: Forbidden Knowledge (Gap  #2),Stephen R. Donaldson,3.99,480,5020,101,21/07/2010,2010,Bantam,,,
10814,Things: A Story of the Sixties; A Man Asleep,Georges Perec/David Bellos/Andrew Leak,3.98,221,1062,63,16/07/2010,2010,David R. Godine Publisher,,,
17236,W  or the Memory of Childhood,Georges Perec/David Bellos,3.88,176,1472,76,01/07/2010,2010,Bloomsbury USA Childrens,,,
2543,Harry Potter and the Philosopher's Stone (Harry Potter  #1),J.K. Rowling,4.47,250,11,0,01/07/2010,2010,David R. Godine Publisher,,,
7505,Earthquake in the Early Morning (Magic Tree House  #24),Mary Pope Osborne/Salvatore Murdocca,3.94,96,6816,227,15/06/2010,2010,Random House for Young Readers,,,
27266,Less Than Zero,Bret Easton Ellis,3.58,208,55900,2543,09/06/2010,2010,Vintage Books,,,
8091,American Psycho,Bret Easton Ellis,3.82,399,844,76,21/04/2010,2010,Picador,,,
22801,Cities in Dust (Wasteland #1),Antony Johnston/Christopher Mitten,3.55,160,576,73,20/04/2010,2010,Oni Press,,,
15546,The Reverse of the Medal (Aubrey & Maturin #11),Patrick O'Brian,4.41,261,186,12,01/04/2010,2010,Pimsleur,,,
28767,Pimsleur German Level 1 CD: [Lessons 1-30],Pimsleur Language Programs,4.23,16,58,10,01/04/2010,2010,HarperCollins,,,
32430,Creative Correction: Extraordinary Ideas For Everyday Discipline,Lisa Whelchel/Stormie Omartian,3.93,367,1094,87,31/03/2010,2010,Thomas Nelson,,,
40504,Lord of Light,Roger Zelazny,4.1,296,23392,1104,30/03/2010,2010,Harper Voyager,,,
26913,The Client,John Grisham,4,483,367399,1978,16/03/2010,2010,Delta,,,
19433,Glamorama,Bret Easton Ellis,3.46,832,46,0,22/02/2010,2010,KiWi,,,
9427,The Gospel of Filth: A Bible of Decadence & Darkness,Gavin Baddeley/Dani Filth,4.45,544,114,6,05/02/2010,2010,Fab Press,,,
3413,The Metaphysical Club,Louis Menand,4.07,560,3445,349,01/02/2010,2010,Lawbook Exchange  Ltd.,,,
28760,Carpenter's Gothic,William Gaddis,3.77,262,1128,79,01/02/2010,2010,Bloomsbury,,,
25023,Riddley Walker,Russell Hoban,4.03,236,305,44,01/02/2010,2010,HarperCollins Publishers,,,
975,Charles Dickens as a Legal Historian,William Holdsworth,4,166,4,2,01/02/2010,2010,Atlantic Books (UK),,,
15638,Judy Moody Declares Independence (Judy Moody #6),Megan McDonald/Peter H. Reynolds,4.08,160,3884,132,26/01/2010,2010,Candlewick,,,
4951,Tim Burton: Interviews,Kristian Fraga,4.26,192,103,7,22/01/2010,2010,University Press of Mississippi,,,
17841,Park Profiles: Grand Canyon Country (Park Profiles),National Geographic Society,4.1,200,10,1,19/01/2010,2010,National Geographic,,,
25069,The Prophet,Kahlil Gibran/Ø¬Ø¨Ø±Ø§Ù† Ø®Ù„ÙŠÙ„ Ø¬Ø¨Ø±Ø§Ù†/Jihad El,4.23,127,184293,5418,01/01/2010,2010,Four Ninety-Eight Productions,,,
9454,The Naked Warrior: Master the Secrets of the Super-Strong - Using Bodyweight Exercises Only,Pavel Tsatsouline,4,218,908,63,01/01/2010,2010,Dragon Door Publications,,,
25282,The Beatles' Story on Capitol Records  Part Two: The Albums,Bruce Spizer,4.72,264,29,0,01/01/2010,2010,Rupa & Co,,,
28807,Pedro PÃ¡ramo,Juan Rulfo,4.05,132,1386,209,01/12/2009,2009,Editorial RM,,,
135,Complete Tales and Poems,Edgar Allan Poe,4.38,864,1864,110,29/11/2009,2009,Warner Books,,,
19279,The Lost Blogs: From Jesus to Jim Morrison--The Historically Inaccurate and Totally  Fictitious Cyber Diaries of Everyone Worth Knowing,Paul       Davidson,3.61,288,30,5,29/11/2009,2009,Castle Books,,,
23404,Jane and the Wandering Eye (Jane Austen Mysteries  #3),Stephanie Barron,3.86,320,1999,112,03/11/2009,2009,Bantam,,,
33198,The Unbearable Lightness of Being,Milan Kundera/Michael Henry Heim,4.1,320,248686,8251,27/10/2009,2009,Harper Perennial,,,
38640,The Gap Into Power: A Dark and Hungry God Arises (Gap  #3),Stephen R. Donaldson,4.08,518,5460,89,21/10/2009,2009,Spectra,,,
17603,The Treasured Writings of Kahlil Gibran,Kahlil Gibran,4.42,902,1432,45,06/10/2009,2009,Castle Books,,,
9125,This Christmas,Jane Green/Jennifer Coburn/Liz Ireland,3.19,480,1153,92,01/10/2009,2009,Zebra,,,
24692,Shadow of the Almighty: The Life and Testament of Jim Elliot,Elisabeth Elliot,4.4,272,6946,182,29/09/2009,2009,HarperOne,,,
28940,The Empty Envelope (A to Z Mysteries  #5),Ron Roy/John Steven Gurney,4.06,96,82,12,09/09/2009,2009,Random House Books for Young Readers,,,
45546,Tai-Pan (Asian Saga  #2),James Clavell,4.27,734,39315,778,01/09/2009,2009,Heinemann Library,,,
21402,The Handmaid's Tale,Margaret Atwood,4.11,308,529,59,01/09/2009,2009,Heinemann Library,,,
35875,Danny the Champion of the World,Roald Dahl,4.09,208,20,1,01/09/2009,2009,Dell,,,
2686,Tell No One,Harlan Coben,4.11,370,95220,4017,25/08/2009,2009,Dell Publishing Company,,,
36067,The Basic Works of Aristotle,Aristotle/Richard Peter McKeon/C.D.C. Reeve,4.24,1487,2174,51,19/08/2009,2009,Modern Library/Random House (NY),,,
14033,How it Ended,Jay McInerney,3.49,196,762,56,06/08/2009,2009,Bloomsbury Publishing PLC,,,
40388,In the Shadow of the Warlock Lord (The Sword of Shannara  #1),Terry Brooks,4.06,240,6139,22,05/08/2009,2009,Del Rey,,,
16546,Under the Duvet,Marian Keyes,3.52,304,401,43,28/07/2009,2009,Penguin UK,Penguin UK,Penguin UK,Penguin
382,Scandalous Risks,Susan Howatch,4.2,480,1114,43,22/07/2009,2009,Harper,,,
9875,El Ãºltimo lector,Ricardo Piglia,4.14,209,331,24,15/07/2009,2009,Anagrama,,,
2005,The Egypt Game,Zilpha Keatley Snyder,3.83,215,30231,1130,07/07/2009,2009,Turtleback Books,,,
21505,Warhost of Vastmark (Wars of Light & Shadow  #3; Arc 2 - The Ships of Merior  #2),Janny Wurts,4.04,522,3039,34,01/07/2009,2009,Warner Books,,,
41716,True Believer,Nicholas Sparks,3.8,322,896,77,01/07/2009,2009,Voyager,,,
16213,Pope Joan,Donna Woolfolk Cross,4.08,422,56471,3809,09/06/2009,2009,Ballantine Books (NY),,,
24526,Owning Your Own Shadow: Understanding the Dark Side of the Psyche,Robert A. Johnson,4.04,118,2685,182,09/06/2009,2009,HarperOne,,,
19686,When Genius Failed: The Rise And Fall Of Long Term Capital Management,Roger Lowenstein,4.19,275,247,13,01/06/2009,2009,Fourth Estate,,,
36315,King Rat (Asian Saga  #4),James Clavell,4.14,368,28103,643,19/05/2009,2009,Delta,,,
23261,The Rainbow,D.H. Lawrence/Daphne Merkin,3.69,544,15840,462,05/05/2009,2009,Signet,,,
2875,The Curse of the Mistwraith (Wars of Light and Shadow  #1),Janny Wurts,3.76,830,4655,202,01/05/2009,2009,HarperCollins,,,
33451,Half a Life,V.S. Naipaul,3.25,224,3078,301,23/04/2009,2009,Vintage International,,,
13925,The Walking Dead  Vol. 5: The Best Defense,Robert Kirkman/Charlie Adlard/Cliff Rathburn,4.29,136,21435,841,21/04/2009,2009,Image Comics,,,
19173,The Quiet Little Woman: A Christmas Story,Louisa May Alcott/C. Michael Dudash/Stephen W. Hines,3.67,122,1195,191,21/04/2009,2009,Honor Books,,,
31868,Safe Conduct: An Autobiography and Other Writings,Boris Pasternak/B. Deutsch,3.82,256,83,8,14/04/2009,2009,New Directions,,,
28251,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,418,200744,7656,04/03/2009,2009,Howard Publishing Co,,,
14560,My Antonia (Great Plains trilogy #3),Willa Cather/Alyssa  Harad,3.79,314,5985,507,04/03/2009,2009,Pocket Books,,,
24305,Diaries  1910-1923,Franz Kafka/Max Brod/Joseph Kresh/Martin Greenberg,4.23,521,2090,90,21/01/2009,2009,Schocken,,,
36535,Collected Poems,Chinua Achebe,3.74,84,213,25,16/01/2009,2009,Harry N. Abrams,,,
17259,Eugene Onegin,Alexander Pushkin/Walter W. Arndt,4.09,244,48,12,16/01/2009,2009,Anchor Books,,,
4043,Patience  Princess Catherine (Young Royals  #4),Carolyn Meyer,3.79,208,2227,119,01/01/2009,2009,Penguin Group(CA),Penguin Group(CA),Penguin Group(CA),Penguin
13086,Call of the Moon,Ronda Thompson,3.74,352,126,8,01/01/2009,2009,Little Brown,,,
41711,The Periodic Table,Primo Levi,4.21,194,101,10,01/01/2009,2009,Love Spell,,,
17635,A Song Of Stone,Iain Banks,3.17,280,78,10,01/01/2009,2009,HMH Books for Young Readers,,,
15880,Are We There Yet?,David Levithan,3.49,215,117,19,24/12/2008,2008,Random House Children's Books,,,
7199,Edgar A. Poe: Mournful and Never-ending Remembrance,Kenneth Silverman,4.01,592,295,34,23/12/2008,2008,Harper Perennial,,,
13552,The Ultramarines Omnibus (Ultramarines #1-3),Graham McNeill,3.97,768,1691,67,19/12/2008,2008,Games Workshop,,,
29914,Green Arrow  Vol. 1: Quiver,Kevin Smith/Phil Hester/Ande Parks,4.07,232,5299,131,16/12/2008,2008,DC Comics,,,
8860,In the Royal Manner : Expert Advice on Etiquette and Entertaining from the Former Butler to Diana  Princess of Wales,Paul Burrell,3.64,144,47,3,14/12/2008,2008,Warner Books,,,
22326,Riley in the Morning,Sandra Brown,3.44,224,2268,49,27/11/2008,2008,Gramedia Pustaka Utama,,,
6539,The View From Castle Rock,Alice Munro,3.68,368,53,12,19/11/2008,2008,McClelland and Stewart,,,
25407,Darkest Fear (Myron Bolitar  #7),Harlan Coben,4.05,354,13462,583,08/11/2008,2008,Dell,,,
15012,Tom Ford,Graydon Carter/Tom Ford/Anna Wintour/Bridget Foley,4.47,416,182,11,04/11/2008,2008,Rizzoli,,,
32427,The Turn of the Screw and Other Short Fiction,Henry James/R.W.B. Lewis,3.8,527,3083,134,01/11/2008,2008,Bantam Classic,,,
23961,The Tale of Despereaux,Kate DiCamillo/Timothy Basil Ering,4.04,267,142149,8457,09/09/2008,2008,Candlewick Press,,,
4873,The Ladies' Paradise,Ã‰mile Zola/Robin Buss/Brian  Nelson,3.99,438,5525,342,01/09/2008,2008,Oxford University Press,,,
6367,The Winter of Our Discontent,John Steinbeck/Susan Shillinglaw,3.99,336,32091,1517,26/08/2008,2008,Penguin  Classics,Penguin Classics,Penguin  Classics,Penguin
41710,A Whole New Light,Sandra Brown,3.55,227,2955,203,26/08/2008,2008,Bantam (Fanfare Imprint),,,
34871,Milton's Paradise Lost,John Milton/Gustave DorÃ©,3.82,384,118,10,14/08/2008,2008,Booksales,,,
22423,Keats's Poetry and Prose,John Keats/Jeffrey N. Cox,4.3,673,291,10,01/08/2008,2008,W. W. Norton & Company,,,
35476,The Lost Continent,Edgar Rice Burroughs,3.68,108,1235,59,30/07/2008,2008,Waking Lion Press,,,
5413,House of Mirth,Edith Wharton,3.95,324,220,11,30/07/2008,2008,Waking Lion Press,,,
42647,The Drama of the Gifted Child: The Search for the True Self,Alice   Miller/Ruth Ward,4.09,144,12436,619,22/07/2008,2008,Basic Books,,,
22434,Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),J.K. Rowling,4.56,480,3141,140,01/07/2008,2008,HarperTorch,,,
26253,Bridge to Terabithia,Katherine Paterson/Donna Diamond,4,191,1811,152,01/07/2008,2008,HarperCollins Publishers,,,
2026,Dead Man's Folly (Hercule Poirot  #33),Agatha Christie,3.79,288,619,75,01/07/2008,2008,Bloomsbury UK,,,
