bookID,title,authors,average_rating,num_pages,ratings_count,text_reviews_count,publication_date,Year,publisher,Publisher trim,Publisher clean,Left function
30358,Sometimes a Great Notion,Ken Kesey/Charles Bowden,4.17,715,577,80,29/08/2006,2006,Avon,,,
11089,McCoy: The Provenance Of Shadows (Star Trek: Crucible  #1),David R. George III,4.14,640,332,38,29/08/2006,2006,Bantam,,,
18549,The Michael Crichton Collection: Airframe / The Lost World / Timeline,Michael Crichton/Stephen Lang/Anthony Heald/Blair Brown,4.16,0,267,7,29/08/2006,2006,Harper,,,
15704,The Undead and Philosophy: Chicken Soup for the Soulless,Richard V. Greene/K. Silem Mohammad,3.7,288,196,18,29/08/2006,2006,Harper Voyager,,,
3603,The Annotated Waste Land with Eliot's Contemporary Prose,T.S. Eliot/Lawrence Rainey,4.11,304,227,23,28/08/2006,2006,HighBridge Company,,,
31171,Fantasmas,Chuck Palahniuk/Javier Calvo,3.59,442,116,13,28/08/2006,2006,Mondadori,,,
4953,The Discomfort Zone: A Personal Journey,Jonathan Franzen,3.4,6,43,15,28/08/2006,2006,Yale University Press,,,
20059,From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews,Rudolph R. Windsor/El Hagahn,4.31,151,406,30,25/08/2006,2006,Windsor Golden Series,,,
18190,Star Wars: Clone Wars Adventures  Volume 6,W. Haden Blackman/Matt Fillbach/Shawn Fillbach/Ronda Pattison/Mike Kennedy/Stewart McKenney/Rick Lacy/Dan Jackson/Michael David Thomas/Joshua Elliott,3.78,88,176,10,23/08/2006,2006,Dark Horse Books,,,
16172,Messenger (The Giver  #3),Lois Lowry,3.91,169,93589,6654,22/08/2006,2006,Listening Library (Audio),,,
40526,Homicide: A Year on the Killing Streets,David Simon,4.38,646,12071,837,22/08/2006,2006,Candlewick Press,,,
3564,Hunters of Dune (Dune Chronicles  #7),Brian Herbert/Kevin J. Anderson,3.65,524,10798,274,22/08/2006,2006,Caedmon,,,
13677,Sharpe's Fury (Sharpe  #11),Bernard Cornwell,4.1,352,6057,136,22/08/2006,2006,Holt McDougal,,,
214,The Devil in the Junior League,Linda Francis Lee,3.62,336,3852,531,22/08/2006,2006,Harper,,,
33297,Missing Mom,Joyce Carol Oates,3.55,464,3510,357,22/08/2006,2006,HarperCollins,,,
29251,The Devil's Feather,Minette Walters,3.63,349,2343,153,22/08/2006,2006,Ember,,,
23011,A Madman Dreams of Turing Machines,Janna Levin,3.68,230,1136,180,22/08/2006,2006,Alfred A. Knopf,,,
45515,Poppy's Return,Avi/Brian Floca,3.99,256,1110,71,22/08/2006,2006,Tor Books,,,
24617,To Kill a Mockingbird,Harper Lee/Sissy Spacek,4.27,11,697,180,22/08/2006,2006,Alfred A. Knopf,,,
10770,The Hound of the Baskervilles,Arthur Conan Doyle/Pam Smy,4.11,272,66,7,22/08/2006,2006,St. Martin's Press,,,
29204,Treasury of American Tall Tales: Volume 1: Davy Crockett  Rip Van Winkle  Johnny Appleseed  Paul Bunyan (Rabbit Ears),David Bromberg/Jay Ungar/Molly Mason/Garrison Keillor/Mark O'Connor/Jonathan Winters/Duck Baker/Washington Irving/Anjelica Huston/Nicolas Cage/Leo Kottke,3.86,0,36,9,22/08/2006,2006,Ecco,,,
2815,The Medici Giraffe and Other Tales of Exotic Animals and Power,Marina Belozerskaya,3.53,414,224,37,21/08/2006,2006,Little  Brown and Company,,,
40012,The Coen Brothers: Interviews,William Rodney Allen,3.82,208,73,3,18/08/2006,2006,University Press of Mississippi,,,
30938,A Scanner Darkly,Philip K. Dick,4.02,219,70604,1925,17/08/2006,2006,Dutton Books for Young Readers,,,
24789,Changeling (Changeling  #1),Delia Sherman,3.6,256,978,111,17/08/2006,2006,Viking Juvenile,,,
24221,Oh Rats! The Story of Rats and People,Albert Marrin/C.B. Mordan,3.77,48,432,90,17/08/2006,2006,Gollancz,,,
39360,The Black Dahlia (L.A. Quartet  #1),James Ellroy,3.75,348,70771,1815,16/08/2006,2006,DC Comics,,,
23720,Identity Crisis,Brad Meltzer/Rags Morales/Michael Bair/Joss Whedon,4.04,288,18289,614,16/08/2006,2006,Mysterious Press,,,
31116,Triptych (Will Trent  #1),Karin Slaughter,4.13,393,42325,2011,15/08/2006,2006,Berlitz Kids,,,
26052,The Sea,John Banville,3.51,195,19308,1803,15/08/2006,2006,Berlitz Kids,,,
23785,Straken (High Druid of Shannara  #3),Terry Brooks,4.04,384,10276,126,15/08/2006,2006,MONDIAL,,,
35365,Mandy,Julie Andrews Edwards/Johanna Westerman,4.24,320,9944,846,15/08/2006,2006,Collins Reference,,,
9300,The Bon Appetit Cookbook,Barbara Fairchild,4.07,816,1816,22,15/08/2006,2006,Random House Audio,,,
43089,The Line Between,Peter S. Beagle,4.12,231,707,97,15/08/2006,2006,Multnomah Books,,,
28200,Factotum,Charles Bukowski,3.97,208,414,56,15/08/2006,2006,Grove Press,,,
13981,Lord Malquist and Mr. Moon,Tom Stoppard,3.41,200,192,23,15/08/2006,2006,Ecco,,,
35165,Reluctant Burglar (To Catch a Thief #1),Jill Elizabeth Nelson,3.67,345,177,27,15/08/2006,2006,Tachyon Publications,,,
12419,The Sea,John Banville/John      Lee,3.51,0,42,12,15/08/2006,2006,HarperCollins,,,
32373,Brewer's Dictionary of Phrase and Fable,John Ayto,4.38,1326,40,4,15/08/2006,2006,Delacorte Press,,,
6259,The Sorrows of Young Werther,Johann Wolfgang von Goethe/Nathan Haskell Dole/Thomas Carlyle/R. Dillon Boylan,3.67,104,16,0,15/08/2006,2006,Houghton Mifflin Harcourt,,,
28351,La Chatte Perdue = The Missing Cat (Les Aventures avec Nicolas = Adventures with Nicholas),Chris L. Demarest,4.14,64,1,0,15/08/2006,2006,Del Rey,,,
30971,La gata perdida = The Missing Cat (Las Aventuras de Nicolas = Adventures with Nicholas),Chris L. Demarest/Berlitz Publishing Company,4.14,64,0,0,15/08/2006,2006,Vintage,,,
23700,The Book of the Dead (Pendergast  #7; Diogenes  #3),Douglas Preston/Lincoln Child,4.13,454,27050,947,14/08/2006,2006,Houghton Mifflin Harcourt,,,
670,A Woman in Jerusalem,A.B. Yehoshua/Hillel Halkin,3.43,256,851,132,14/08/2006,2006,Warner Books (NY),,,
10572,There Was a Cold Lady Who Swallowed Some Snow!,Lucille Colandro/Jared Lee/Skip Hinnant,3.85,1,14,1,13/08/2006,2006,Scholastic Audio Books,,,
18290,The Legacy of Sovereign Joy: God's Triumphant Grace in the Lives of Augustine  Luther  and Calvin (The Swans Are Not Silent  #1),John Piper,4.27,158,839,65,11/08/2006,2006,Crossway Books,,,
1322,Medea,Euripides/Georgia Ann Machemer/Michael   Collier,3.87,116,367,35,10/08/2006,2006,Oxford University Press  USA,,,
23584,Cold Sleep (Cold Series #1),Narise Konohara/Nanao Saikawa/Douglas W. Dlin,3.73,226,278,14,09/08/2006,2006,Digital Manga Publishing,,,
1328,Lipstick Jungle,Candace Bushnell,3.41,496,37514,780,08/08/2006,2006,Palgrave Macmillan,,,
1516,Dooby Dooby Moo,Doreen Cronin/Betsy Lewin,4.1,40,7823,250,08/08/2006,2006,Dark Horse Books,,,
2893,Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,3.97,256,6898,200,08/08/2006,2006,Dark Horse Books,,,
34296,The Night Gardener,George Pelecanos,3.64,372,4067,357,08/08/2006,2006,VIZ Media LLC,,,
20833,Coronado: Stories,Dennis Lehane,3.38,240,2907,261,08/08/2006,2006,Greenwillow Books,,,
3283,At the Edge of the World (Crispin  #2),Avi,3.69,234,2566,254,08/08/2006,2006,Atheneum Books for Young Readers,,,
3968,The Drifting Classroom  Vol. 1,Kazuo Umezu,3.79,190,1535,107,08/08/2006,2006,Dark Horse Comics,,,
5843,Museum of Terror  Vol. 1: Tomie 1,Junji Ito/ä¼Šè—¤æ½¤äºŒ/Naomi Kokubo,4.09,375,1444,83,08/08/2006,2006,Tor Books,,,
38918,Suicide Hill (Lloyd Hopkins  #3),James Ellroy,3.53,288,1004,39,08/08/2006,2006,VIZ Media LLC,,,
1474,Instead of Three Wishes,Megan Whalen Turner,3.78,160,923,112,08/08/2006,2006,Little  Brown Books for Young Readers,,,
34539,Ranma 1/2  Vol. 35 (Ranma Â½ (US 2nd)  #35),Rumiko Takahashi,4.1,208,752,13,08/08/2006,2006,Little Brown and Company,,,
27036,The Tale of Genji,Yoshitaka Amano/Murasaki Shikibu/Rachel Nacth/Anri ItÅ/Junichi Imura,4.05,81,475,37,08/08/2006,2006,Vintage,,,
12783,Star Wars: Clone Wars  Volume 9: Endgame,John Ostrander/Welles Hartley/Jan Duursema,4.11,144,422,25,08/08/2006,2006,Hachette Books,,,
44739,The Science of the Hitchhiker's Guide to the Galaxy,Michael Hanlon,3.6,208,168,16,08/08/2006,2006,William Morrow,,,
24060,The Trial of Queen Caroline: The Scandalous Affair that Nearly Ended a Monarchy,Jane Robins,3.39,384,52,8,07/08/2006,2006,Free Press,,,
31822,The Shadow Party: How George Soros  Hillary Clinton  and Sixties Radicals Seized Control of the Democratic Party,David Horowitz/Richard Poe,4.2,304,227,32,06/08/2006,2006,Thomas Nelson,,,
13585,A Long Way from Chicago (Saddleback's Focus on Reading Study Guides),Lisa S.  French,4,42,1,0,05/08/2006,2006,Routledge,,,
3849,Classroom Interactions as Cross-Cultural Encounters: Native Speakers in EFL Lessons,Jasmine C.M. Luk/Angel M.Y. Lin,0,241,0,0,05/08/2006,2006,Saddleback Educational Publishing  Inc.,,,
41537,Political Philosophy: A Beginners' Guide for Students and Politicians,Adam Swift,3.93,240,175,6,04/08/2006,2006,Prentice Hall,,,
12381,Data Structures and Abstractions with Java,Frank M. Carrano/Walter J. Savitch,3.47,998,34,3,04/08/2006,2006,Polity Press,,,
41713,Special Topics in Calamity Physics,Marisha Pessl,3.71,514,32370,4212,03/08/2006,2006,Princeton Architectural Press,,,
41890,Firefly Summer,Maeve Binchy,3.91,928,10463,290,03/08/2006,2006,Grosset & Dunlap,,,
3758,Darwin's Watch (The Science of Discworld  #3),Terry Pratchett/Ian Stewart/Jack Cohen,3.94,344,3601,95,03/08/2006,2006,Penguin Press,Penguin Press,Penguin Press,Penguin
5354,Ghost Hunters: William James and the Search for Scientific Proof of Life After Death,Deborah Blum,3.7,371,833,127,03/08/2006,2006,Penguin Books Ltd,Penguin Books Ltd,Penguin Books Ltd,Penguin
43925,Parachutes & Kisses,Erica Jong,3.46,405,577,26,03/08/2006,2006,Westminster John Knox Press,,,
41150,The Gospel According to the Beatles,Steve Turner,3.77,254,126,23,03/08/2006,2006,Tarcherperigee,,,
18761,Boys or Ballet? (Royal Ballet School Diaries  #8),Alexandra Moss,3.92,144,93,8,03/08/2006,2006,Ebury Press,,,
2871,Forget Me Not: Photography and Remembrance,Geoffrey Batchen,4.22,128,56,8,03/08/2006,2006,Arrow,,,
15138,Marvel 1602,Neil Gaiman/Andy Kubert/Richard Isanove/Peter Sanderson/Todd Klein,3.94,248,48894,1354,02/08/2006,2006,Marvel,,,
36609,Who's Afraid of Virginia Woolf?,Edward Albee,4.08,272,53955,1041,01/08/2006,2006,McGraw-Hill Education,,,
5728,I Feel Bad About My Neck: And Other Thoughts on Being a Woman,Nora Ephron,3.69,137,38506,4719,01/08/2006,2006,Lark Books,,,
22807,Billy Budd  Sailor,Herman Melville,3.12,160,12599,687,01/08/2006,2006,Lonely Planet,,,
20264,Bleach  Volume 14,Tite Kubo,4.38,208,10356,79,01/08/2006,2006,DK Publishing (Dorling Kindersley),,,
10718,Found (Firstborn  #3),Karen Kingsbury,4.44,342,8874,174,01/08/2006,2006,Bethany House Publishers,,,
38673,The Female Brain,Louann Brizendine,3.83,304,8655,1203,01/08/2006,2006,Blu,,,
39306,Dragon's Fire (Pern  #19),Anne McCaffrey/Todd McCaffrey,3.98,366,7923,171,01/08/2006,2006,South End Press,,,
432,The Story of a Seagull and the Cat Who Taught Her to Fly,Luis SepÃºlveda/Chris Sheban/Margaret Sayers Peden,4.14,128,5097,219,01/08/2006,2006,Ediciones B,,,
22237,Love Is Blind,Lynsay Sands,3.99,342,3488,207,01/08/2006,2006,Black Swan,,,
5135,Convergence Culture: Where Old and New Media Collide,Henry Jenkins,3.85,308,3147,118,01/08/2006,2006,Cambridge University Press,,,
18667,Diary of a Mistress,Miasha,4.34,182,2484,88,01/08/2006,2006,Regnery History,,,
10915,Brown Girl  Brownstones,Paule Marshall/Mary Helen Washington/Edwidge Danticat,4.07,324,2466,107,01/08/2006,2006,Laurel Leaf Library,,,
13638,Naughty Little Secret,Shayla Black/Shelley Bradley,3.73,212,2323,161,01/08/2006,2006,VIZ Media LLC,,,
13630,When Somebody Loves You Back (Soulmates Dissipate  #6),Mary B. Morrison,4.38,285,1763,20,01/08/2006,2006,Ace Books,,,
3842,Ghosthunters and the Incredibly Revolting Ghost (Ghosthunters  #1),Cornelia Funke,3.73,144,1233,146,01/08/2006,2006,Viz Media,,,
27091,The Out-of-Sync Child Has Fun: Activities for Kids with Sensory Processing Disorder,Carol Stock Kranowitz/T.J. Wylie,4.22,352,1223,65,01/08/2006,2006,John Wiley,,,
23703,Why Do Men Fall Asleep After Sex? More Questions You'd Only Ask a Doctor After Your Third Whiskey Sour,Mark Leyner/Billy Goldberg,3.55,263,1166,112,01/08/2006,2006,Peachpit Press,,,
2706,The Jefferson Bible: The Life and Morals of Jesus of Nazareth,Thomas Jefferson,3.82,103,1038,100,01/08/2006,2006,W. W. Norton & Company,,,
1121,The Pirate Chase (Pirates of the Caribbean: Jack Sparrow  #3),Rob Kidd/Walt Disney Company,3.89,119,730,20,01/08/2006,2006,Hard Crime Case,,,
22883,Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,4.4,312,679,85,01/08/2006,2006,New York Review of Books,,,
35252,The Last Quarry (Quarry #7),Max Allan Collins,3.93,201,673,68,01/08/2006,2006,Disney Press,,,
9423,The Picture of Dorian Gray,Oscar Wilde/Michael Gillespie,4.08,517,663,52,01/08/2006,2006,Tyndale House Publishers,,,
7674,HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.8,456,549,42,01/08/2006,2006,Dafina Books,,,
38211,Jane Austen For Dummies,Joan Elizabeth Klingel Ray,4.03,362,524,62,01/08/2006,2006,VIZ Media LLC,,,
38925,Sensual Phrase  Vol. 15,Mayu ShinjÅ,4.23,175,488,7,01/08/2006,2006,Touchstone,,,
37815,A Separate War and Other Stories,Joe Haldeman/Connie Willis,3.68,270,342,35,01/08/2006,2006,TarcherPerigee,,,
15102,Beauty is the Beast  Vol. 4,Tomo Matsumoto/Tomo Kimura,3.79,208,335,11,01/08/2006,2006,Scholastic Paperbacks,,,
13147,Flags of Our Fathers: A Young People's Edition,Michael R. French/Ron Powers/James D. Bradley,4.17,224,255,28,01/08/2006,2006,NAL,,,
9327,George Washington and Benedict Arnold: A Tale of Two Patriots,Dave R. Palmer,4.27,424,242,37,01/08/2006,2006,Feminist Press,,,
15497,Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,3.7,214,218,1,01/08/2006,2006,Leisure Books,,,
12880,Until I Find You,John Irving,3.63,928,198,33,01/08/2006,2006,Del Rey Books,,,
45607,Freakonomics: Un economista polÃ­ticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,3.97,250,193,23,01/08/2006,2006,New York University Press,,,
10006,Outsiders Within: Writing on Transracial Adoption,Jane Jeong Trenka/Julia Chinyere Oparah,4.17,300,190,20,01/08/2006,2006,Morgan Road Books,,,
37170,Shout Out Loud! 2,Satosumi Takaguchi,3.95,194,91,2,01/08/2006,2006,Applewood Books,,,
8151,The Bluebird and the Sparrow (Women of the West  #10),Janette Oke,3.83,251,78,9,01/08/2006,2006,Chicken House,,,
4337,Australia,Kate Hemphill/ZoÃ« Ross/Louise Bostock Lang,4.07,616,69,0,01/08/2006,2006,Samhain Publishing,,,
14063,Ecuador & the Galapagos Islands,Danny Palmerlee/Carolyn McCarthy/Michael Grosberg/Lonely Planet,3.89,440,66,8,01/08/2006,2006,Knopf Publishing Group,,,
19487,Artful Paper Dolls: New Ways to Play with a Traditional Form,Terry  Taylor,4.07,144,59,5,01/08/2006,2006,Three Rivers Press,,,
15073,The Complete Book of Home  Site and Office Security: Selecting  Installing and Troubleshooting Systems and Devices,Bill   Phillips,3.5,309,2,0,01/08/2006,2006,Simon  Schuster,,,
4165,Judge & Jury,James Patterson/Andrew Gross,4,419,41805,831,31/07/2006,2006,Little  Brown and Company,,,
4660,Lincoln,Gore Vidal,4.21,354,5,0,30/07/2006,2006,Acento Editorial,,,
8771,Ruby Cookbook,Lucas Carlson/Leonard Richardson,3.84,873,166,4,29/07/2006,2006,O'Reilly Media,,,
23952,Mysteries,Colin Wilson,4.08,672,354,15,28/07/2006,2006,Watkins,,,
10474,The Longest Journey,E.M. Forster/Gilbert Adair/Elizabeth Heine,3.48,396,1665,125,27/07/2006,2006,Penguin Classics,Penguin Classics,Penguin Classics,Penguin
44236,The Big Over Easy (Nursery Crime  #1),Jasper Fforde,3.94,383,27137,1885,25/07/2006,2006,Public Square Books,,,
11934,Sole Survivor,Dean Koontz,3.78,403,23244,547,25/07/2006,2006,HarperAudio,,,
5362,Faithless (Grant County  #5),Karin Slaughter,4.12,549,21130,708,25/07/2006,2006,Ballantine Books,,,
33057,Relativity: The Special and the General Theory,Albert Einstein/Nigel Calder/Robert W. Lawson,4.18,130,14068,344,25/07/2006,2006,Avon,,,
13162,Olympos (Ilium  #2),Dan Simmons,3.94,891,13300,484,25/07/2006,2006,Ace Books,,,
10289,Smitten (Elsie Hawkins #2),Janet Evanovich,3.67,234,11968,387,25/07/2006,2006,Delta,,,
39099,Vixen 03 (Dirk Pitt  #5),Clive Cussler,3.84,384,10238,199,25/07/2006,2006,HarperAudio,,,
30666,Only You Can Save Mankind (Johnny Maxwell  #1),Terry Pratchett,3.72,210,9778,317,25/07/2006,2006,Penguin Books,Penguin Books,Penguin Books,Penguin
658,The Read-Aloud Handbook,Jim Trelease,4.41,432,4357,707,25/07/2006,2006,Penguin Books,Penguin Books,Penguin Books,Penguin
7160,Dead Wrong (Joanna Brady  #12),J.A. Jance,4.04,368,4163,220,25/07/2006,2006,Penguin Classics,Penguin Classics,Penguin Classics,Penguin
40609,Bait and Switch: The (Futile) Pursuit of the American Dream,Barbara Ehrenreich,3.48,248,4002,473,25/07/2006,2006,Penguin Books,Penguin Books,Penguin Books,Penguin
9704,Around the World in 8 1/2 Days (Judy Moody #7),Megan McDonald/Peter H. Reynolds,4.15,157,3408,113,25/07/2006,2006,Harlequin,,,
33929,Tsubasa: RESERVoir CHRoNiCLE  Vol. 10,CLAMP/William Flanagan,4.29,184,2765,38,25/07/2006,2006,Penguin Classics,Penguin Classics,Penguin Classics,Penguin
18683,Rounding the Mark (Inspector Montalbano  #7),Andrea Camilleri/Stephen Sartarelli,4.07,272,2598,164,25/07/2006,2006,Penguin Books,Penguin Books,Penguin Books,Penguin
32184,Born to Be Wild,Catherine Coulter,3.78,354,2456,115,25/07/2006,2006,Penguin,Penguin,Penguin,Penguin
31235,Air Gear  Vol. 1 (Air Gear  #1),Oh! Great/å¤§æš® ç¶­äºº,3.92,224,1875,37,25/07/2006,2006,Dark Horse Books,,,
22576,Me vs. Me,Sarah Mlynowski,3.67,311,1725,120,25/07/2006,2006,Bloomsbury Arden Shakespeare,,,
17170,Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference!,Lynne Truss/Bonnie Timmons,4.15,32,1371,205,25/07/2006,2006,Delacorte Press,,,
41474,Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.88,368,646,83,25/07/2006,2006,Del Rey,,,
12,Collected Stories,Wallace Stegner/Lynn Stegner,4.22,576,608,59,25/07/2006,2006,G.P. Putnam's Sons Books for Young Readers,,,
8515,As You Like It,William Shakespeare/Juliet Dusinberre,3.83,449,410,36,25/07/2006,2006,Candlewick Press (MA),,,
15584,Lock 14,Georges Simenon/Robert Baldick,3.63,154,406,45,25/07/2006,2006,Dell Publishing Company,,,
11313,The Restless Sleep: Inside New York City's Cold Case Squad,Stacy Horn,3.49,336,331,42,25/07/2006,2006,William Morrow,,,
36859,Conan and the Demons of Khitai,Akira Yoshida/Pat Lee/Paul Lee/C.B. Cebulski,3.31,90,130,16,25/07/2006,2006,Harper Voyager,,,
9831,The Perfect Score (It's All About Attitude #5),Julie Kenner,3.24,240,110,9,25/07/2006,2006,Del Rey,,,
9464,Metro Girl (Alex Barnaby  #1),Janet Evanovich/C.J. Critt,3.62,6,79,29,25/07/2006,2006,Bantam,,,
27003,Ragtime in Simla (Joe Sandilands  #2),Barbara Cleverly,3.84,368,60,10,25/07/2006,2006,Jove,,,
18741,The God in the Moon (Age of Conan: Hyborian Adventures: A Soldier's Quest  #1),Richard A. Knaak,3.74,297,59,4,25/07/2006,2006,Bantam Books,,,
14235,Ohio Class (Silent Service #5),H. Jay Riker,3.84,416,44,4,25/07/2006,2006,HarperTrophy,,,
2934,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.75,320,28,1,25/07/2006,2006,Red Dress Ink,,,
40626,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Jamie Glover,4.25,6,16,1,25/07/2006,2006,HarperTorch,,,
6869,Jimmy Corrigan: El Chico mÃ¡s Listo del Mundo,Chris Ware,4.09,380,12,1,25/07/2006,2006,St. Martin's Press,,,
18902,Supreme Power: Hyperion,J. Michael Straczynski/Dan Jurgens,3.45,120,232,9,19/07/2006,2006,Arcadia Publishing,,,
13517,Lake Orion (Images of America: Michigan),James E. Ingram/Lori Grove,4.5,128,1,0,19/07/2006,2006,Marvel,,,
28692,Phantom (Sword of Truth  #10),Terry Goodkind,3.99,587,38420,452,18/07/2006,2006,Books on Tape,,,
19675,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,4.57,192,11451,161,18/07/2006,2006,Modern Library,,,
19998,Cast in Courtlight (Chronicles of Elantra  #2),Michelle Sagara,4.11,488,8990,294,18/07/2006,2006,VIZ Media LLC,,,
19137,In the Dark of the Night,John Saul,3.88,324,4278,178,18/07/2006,2006,Luna,,,
3631,Siddhartha,Hermann Hesse/Susan Bernofsky/Tom Robbins,4.02,129,888,60,18/07/2006,2006,Tor Books,,,
17341,Can't Wait to Get to Heaven,Fannie Flagg/Cassandra Campbell,3.91,384,326,66,18/07/2006,2006,Ballantine Books,,,
19322,Peter and the Shadow Thieves (Peter and the Starcatchers  #2),Dave Barry/Ridley Pearson/Greg Call,4.16,557,32307,1224,15/07/2006,2006,Hyperion Books,,,
10613,Robinson Crusoe,Daniel Defoe,3.67,288,311,18,14/07/2006,2006,Ann Arbor Media,,,
20249,The Scarlet Letter,Nathaniel Hawthorne,3.4,224,109,8,14/07/2006,2006,Ann Arbor Media,,,
17877,Emma,Jane Austen,4,424,83,6,14/07/2006,2006,Ann Arbor Media,,,
22726,No Country for Old Men,Cormac McCarthy,4.14,309,120421,6140,11/07/2006,2006,Yearling,,,
27438,Angels Fall,Nora Roberts,4,391,37314,1040,11/07/2006,2006,Three Rivers Press,,,
38426,Istanbul: Memories and the City,Orhan Pamuk,3.79,356,11930,973,11/07/2006,2006,Hachette Books,,,
19106,The Black Book,Orhan Pamuk/Maureen Freely/Ø¹ÛŒÙ† Ù„Ù‡ ØºØ±ÛŒØ¨,3.91,466,6352,425,11/07/2006,2006,Hachette Books,,,
35722,A Woman in Berlin: Eight Weeks in the Conquered City: A Diary,Anonymous/Philip Boehm/Hans Magnus Enzensberger,4.33,261,6232,713,11/07/2006,2006,Picador,,,
12535,Death of a Darklord (Ravenloft #13),Laurell K. Hamilton,3.43,306,2679,113,11/07/2006,2006,Vintage,,,
42018,72 Hour Hold,Bebe Moore Campbell,3.81,336,1746,184,11/07/2006,2006,Putnam,,,
26314,Not a Genuine Black Man: Or  How I Claimed My Piece of Ground in the Lily-White Suburbs,Brian Copeland,4.04,272,351,78,11/07/2006,2006,Vintage,,,
43271,Reduced Shakespeare: The Attention-impaired Readers Guide to the World's Best Playwright,Reed Martin/Austin Tichenor,4.13,256,281,53,11/07/2006,2006,Anchor,,,
30392,Life on Planet Rock: From Guns N' Roses to NIRVana  a Backstage Journey Through Rock's Most Debauched Decade,Lonn M. Friend,3.58,320,241,30,11/07/2006,2006,Vintage International,,,
25032,Dear God  Help!!! Love  Earl,Barbara Park/Kenneth Lafreniere,3.97,144,37,4,11/07/2006,2006,Wizards of the Coast,,,
43564,Physics of Fully Ionized Gases,Lyman S. Spitzer Jr.,4.25,192,4,1,07/07/2006,2006,Dover Publications,,,
16790,Talk Talk,T. Coraghessan Boyle,3.42,340,4094,497,06/07/2006,2006,Arrow,,,
41111,Human Traces,Sebastian Faulks,3.63,793,3541,274,06/07/2006,2006,Oxford University Press,,,
21245,Candide and Other Stories (World's Classics),Voltaire/Roger Pearson,3.94,301,3368,101,06/07/2006,2006,Vintage,,,
14249,How to Save Your Own Life: An Isadora Wing Novel,Erica Jong/Anthony Burgess,3.6,313,1316,80,06/07/2006,2006,Tarcherperigee,,,
13968,Victoria Line  Central Line,Maeve Binchy,3.6,432,957,53,06/07/2006,2006,Viking Books,,,
122,Mr. Murder,Dean Koontz,3.76,493,22577,448,05/07/2006,2006,Berkley,,,
31819,Death Note  Vol. 6: Give-and-Take (Death Note  #6),Tsugumi Ohba/Takeshi Obata/Alexis Kirsch,4.39,215,18291,491,05/07/2006,2006,Digital Manga Publishing,,,
30537,Fables  Vol. 7: Arabian Nights (and Days),Bill Willingham/Mark Buckingham/Steve Leialoha/Jim Fern/Jimmy Palmiotti/Andrew Pepoy,4.09,143,15575,547,05/07/2006,2006,VIZ Media LLC,,,
22485,Mysteria (Mysteria  #1),MaryJanice Davidson/Susan Grant/P.C. Cast/Gena Showalter,3.73,340,3046,96,05/07/2006,2006,VIZ Media LLC,,,
38670,Rat Race,Dick Francis,3.98,304,2400,93,05/07/2006,2006,Vertigo,,,
40335,Hikaru no Go  Vol. 7: The Young Lions Tournament (Hikaru no Go  #7),Yumi Hotta/Takeshi Obata,4.26,205,1144,18,05/07/2006,2006,G.P. Putnam's Sons,,,
44987,Only the Ring Finger Knows: The Left Hand Dreams of Him (Only the Ring Finger Knows  #2),Satoru Kannagi/Hotaru Odagiri,3.94,242,529,17,05/07/2006,2006,Berkley,,,
42926,Scratch the Surface (A Cat Lover's Mystery #1),Susan Conant,3.34,288,23,2,05/07/2006,2006,Berkley Sensation,,,
18414,1776,David McCullough,4.07,386,166916,6243,04/07/2006,2006,Simon  Schuster,,,
5970,Happy Hour at Casa Dracula (Casa Dracula  #1),Marta Acosta,3.59,314,2000,238,04/07/2006,2006,Pocket Books,,,
22697,The Zahir,Paulo Coelho/Margaret Jull Costa,3.57,336,58917,2575,03/07/2006,2006,Multnomah,,,
9326,The Devil and Miss Prym (On the Seventh Day  #3),Paulo Coelho/Amanda Hopkinson/Nick Caistor,3.61,205,47673,2046,03/07/2006,2006,William Morrow,,,
7797,Three Guineas,Virginia Woolf/Mark Hussey/Jane Marcus,3.87,352,2423,125,03/07/2006,2006,Blu,,,
11570,Kiffe Kiffe Tomorrow,FaÃ¯za GuÃ¨ne/Sarah    Adams,3.4,179,1084,131,03/07/2006,2006,Mariner Books,,,
14606,Love Mode  Vol. 3,Yuki Shimizu,4.15,184,585,14,03/07/2006,2006,HarperOne,,,
16566,Hit Parade (John Keller  #3),Lawrence Block,3.86,295,104,12,03/07/2006,2006,HarperOne,,,
13733,The Blazing Center Study Guide: The Soul-Satisfying Supremacy of God in All Things,John Piper,4.3,112,20,0,03/07/2006,2006,Mariner Books,,,
12817,Kitty Goes to Washington (Kitty Norville  #2),Carrie Vaughn,3.87,342,18327,665,01/07/2006,2006,Bison Books,,,
